Source	Contig	Bin	Support
bin_2.fna	NODE_305_length_15236_cov_0.179821	bin_2.fna	1.0
bin_2.fna	NODE_306_length_15236_cov_0.162157	bin_2.fna	1.0
bin_2.fna	NODE_307_length_15229_cov_0.175073	bin_2.fna	1.0
bin_2.fna	NODE_311_length_14768_cov_0.202635	bin_2.fna	1.0
bin_2.fna	NODE_314_length_14661_cov_0.331155	bin_2.fna	1.0
bin_2.fna	NODE_315_length_14589_cov_0.186481	bin_2.fna	1.0
bin_2.fna	NODE_318_length_14369_cov_0.189079	bin_2.fna	1.0
bin_2.fna	NODE_321_length_14244_cov_0.188345	bin_2.fna	1.0
bin_2.fna	NODE_322_length_14217_cov_0.192608	bin_2.fna	1.0
bin_2.fna	NODE_324_length_14168_cov_0.178615	bin_2.fna	1.0
bin_2.fna	NODE_325_length_14081_cov_0.188682	bin_2.fna	1.0
bin_2.fna	NODE_327_length_13707_cov_0.193434	bin_2.fna	1.0
bin_2.fna	NODE_329_length_13605_cov_0.177247	bin_2.fna	1.0
bin_2.fna	NODE_331_length_13413_cov_0.179958	bin_2.fna	1.0
bin_2.fna	NODE_334_length_13286_cov_0.199468	bin_2.fna	1.0
bin_2.fna	NODE_335_length_13229_cov_0.158987	bin_2.fna	1.0
bin_2.fna	NODE_336_length_13183_cov_0.199127	bin_2.fna	1.0
bin_2.fna	NODE_337_length_13067_cov_0.174340	bin_2.fna	1.0
bin_2.fna	NODE_338_length_13054_cov_0.180778	bin_2.fna	1.0
bin_2.fna	NODE_339_length_13044_cov_0.178442	bin_2.fna	1.0
bin_2.fna	NODE_340_length_13031_cov_0.202711	bin_2.fna	1.0
bin_2.fna	NODE_341_length_13028_cov_0.192531	bin_2.fna	1.0
bin_2.fna	NODE_343_length_13010_cov_0.175731	bin_2.fna	1.0
bin_2.fna	NODE_344_length_12932_cov_0.190149	bin_2.fna	1.0
bin_2.fna	NODE_345_length_12918_cov_0.181214	bin_2.fna	1.0
bin_2.fna	NODE_347_length_12843_cov_0.187392	bin_2.fna	1.0
bin_2.fna	NODE_349_length_12775_cov_0.191086	bin_2.fna	1.0
bin_2.fna	NODE_350_length_12764_cov_0.198054	bin_2.fna	1.0
bin_2.fna	NODE_352_length_12676_cov_0.193070	bin_2.fna	1.0
bin_2.fna	NODE_353_length_12659_cov_0.187430	bin_2.fna	1.0
bin_2.fna	NODE_356_length_12320_cov_0.196655	bin_2.fna	1.0
bin_2.fna	NODE_357_length_12312_cov_0.184152	bin_2.fna	1.0
bin_2.fna	NODE_358_length_12297_cov_0.192263	bin_2.fna	1.0
bin_2.fna	NODE_359_length_12085_cov_0.193414	bin_2.fna	1.0
bin_2.fna	NODE_360_length_12032_cov_0.182688	bin_2.fna	1.0
bin_2.fna	NODE_361_length_12020_cov_0.222120	bin_2.fna	1.0
bin_2.fna	NODE_362_length_12013_cov_0.181046	bin_2.fna	1.0
bin_2.fna	NODE_363_length_12006_cov_0.184518	bin_2.fna	1.0
bin_2.fna	NODE_366_length_11966_cov_0.195188	bin_2.fna	1.0
bin_2.fna	NODE_367_length_11923_cov_0.177597	bin_2.fna	1.0
bin_2.fna	NODE_369_length_11802_cov_0.187227	bin_2.fna	1.0
bin_2.fna	NODE_370_length_11767_cov_0.200670	bin_2.fna	1.0
bin_2.fna	NODE_371_length_11698_cov_0.209640	bin_2.fna	1.0
bin_2.fna	NODE_372_length_11652_cov_0.184893	bin_2.fna	1.0
bin_2.fna	NODE_373_length_11564_cov_0.179149	bin_2.fna	1.0
bin_2.fna	NODE_375_length_11140_cov_0.168436	bin_2.fna	1.0
bin_2.fna	NODE_376_length_11072_cov_0.208200	bin_2.fna	1.0
bin_2.fna	NODE_377_length_11032_cov_0.174319	bin_2.fna	1.0
bin_2.fna	NODE_378_length_11021_cov_0.183578	bin_2.fna	1.0
bin_2.fna	NODE_379_length_11011_cov_0.197521	bin_2.fna	1.0
bin_2.fna	NODE_380_length_10997_cov_0.177179	bin_2.fna	1.0
bin_2.fna	NODE_381_length_10944_cov_0.180726	bin_2.fna	1.0
bin_2.fna	NODE_382_length_10841_cov_0.159422	bin_2.fna	1.0
bin_2.fna	NODE_383_length_10805_cov_0.159678	bin_2.fna	1.0
bin_2.fna	NODE_384_length_10779_cov_0.178082	bin_2.fna	1.0
bin_2.fna	NODE_385_length_10657_cov_0.188497	bin_2.fna	1.0
bin_2.fna	NODE_386_length_10534_cov_0.221742	bin_2.fna	1.0
bin_2.fna	NODE_388_length_10458_cov_0.188643	bin_2.fna	1.0
bin_2.fna	NODE_389_length_10326_cov_0.179814	bin_2.fna	1.0
bin_2.fna	NODE_390_length_10311_cov_0.180177	bin_2.fna	1.0
bin_2.fna	NODE_391_length_10280_cov_0.218427	bin_2.fna	1.0
bin_2.fna	NODE_392_length_10173_cov_0.163649	bin_2.fna	1.0
bin_2.fna	NODE_393_length_10047_cov_0.199375	bin_2.fna	1.0
bin_2.fna	NODE_394_length_10044_cov_0.184319	bin_2.fna	1.0
bin_2.fna	NODE_396_length_10027_cov_0.192812	bin_2.fna	1.0
bin_2.fna	NODE_398_length_9927_cov_0.816031	bin_2.fna	1.0
bin_2.fna	NODE_399_length_9917_cov_0.190384	bin_2.fna	1.0
bin_2.fna	NODE_401_length_9880_cov_0.165283	bin_2.fna	1.0
bin_2.fna	NODE_404_length_9796_cov_0.190491	bin_2.fna	1.0
bin_2.fna	NODE_406_length_9749_cov_0.203469	bin_2.fna	1.0
bin_2.fna	NODE_407_length_9650_cov_0.254276	bin_2.fna	1.0
bin_2.fna	NODE_408_length_9646_cov_0.196535	bin_2.fna	1.0
bin_2.fna	NODE_411_length_9442_cov_0.177663	bin_2.fna	1.0
bin_2.fna	NODE_412_length_9441_cov_0.178648	bin_2.fna	1.0
bin_2.fna	NODE_413_length_9434_cov_0.168367	bin_2.fna	1.0
bin_2.fna	NODE_414_length_9424_cov_0.200365	bin_2.fna	1.0
bin_2.fna	NODE_415_length_9334_cov_0.195810	bin_2.fna	1.0
bin_2.fna	NODE_416_length_9329_cov_0.184839	bin_2.fna	1.0
bin_2.fna	NODE_418_length_9253_cov_0.199956	bin_2.fna	1.0
bin_2.fna	NODE_419_length_9195_cov_0.160238	bin_2.fna	1.0
bin_2.fna	NODE_420_length_9188_cov_0.197309	bin_2.fna	1.0
bin_2.fna	NODE_422_length_9143_cov_0.181556	bin_2.fna	1.0
bin_2.fna	NODE_423_length_9142_cov_0.188560	bin_2.fna	1.0
bin_2.fna	NODE_424_length_9121_cov_0.186889	bin_2.fna	1.0
bin_2.fna	NODE_425_length_9047_cov_0.176115	bin_2.fna	1.0
bin_2.fna	NODE_427_length_9006_cov_0.169274	bin_2.fna	1.0
bin_2.fna	NODE_429_length_8964_cov_0.170530	bin_2.fna	1.0
bin_2.fna	NODE_430_length_8934_cov_0.175536	bin_2.fna	1.0
bin_2.fna	NODE_431_length_8892_cov_0.180937	bin_2.fna	1.0
bin_2.fna	NODE_433_length_8824_cov_0.169826	bin_2.fna	1.0
bin_2.fna	NODE_434_length_8802_cov_0.688400	bin_2.fna	1.0
bin_2.fna	NODE_435_length_8778_cov_0.177660	bin_2.fna	1.0
bin_2.fna	NODE_436_length_8758_cov_0.200069	bin_2.fna	1.0
bin_2.fna	NODE_437_length_8716_cov_0.198371	bin_2.fna	1.0
bin_2.fna	NODE_438_length_8657_cov_0.172798	bin_2.fna	1.0
bin_2.fna	NODE_439_length_8656_cov_0.169420	bin_2.fna	1.0
bin_2.fna	NODE_440_length_8640_cov_0.185585	bin_2.fna	1.0
bin_2.fna	NODE_441_length_8616_cov_0.172454	bin_2.fna	1.0
bin_2.fna	NODE_442_length_8611_cov_0.195289	bin_2.fna	1.0
bin_2.fna	NODE_443_length_8611_cov_0.177856	bin_2.fna	1.0
bin_2.fna	NODE_445_length_8574_cov_0.174494	bin_2.fna	1.0
bin_2.fna	NODE_446_length_8540_cov_0.206794	bin_2.fna	1.0
bin_2.fna	NODE_447_length_8520_cov_0.167758	bin_2.fna	1.0
bin_2.fna	NODE_448_length_8460_cov_0.185154	bin_2.fna	1.0
bin_2.fna	NODE_449_length_8443_cov_0.196828	bin_2.fna	1.0
bin_2.fna	NODE_450_length_8393_cov_0.187258	bin_2.fna	1.0
bin_2.fna	NODE_451_length_8278_cov_0.170283	bin_2.fna	1.0
bin_2.fna	NODE_452_length_8270_cov_0.201006	bin_2.fna	1.0
bin_2.fna	NODE_454_length_8175_cov_0.219022	bin_2.fna	1.0
bin_2.fna	NODE_455_length_8163_cov_0.197339	bin_2.fna	1.0
bin_2.fna	NODE_456_length_8130_cov_0.177550	bin_2.fna	1.0
bin_2.fna	NODE_457_length_8129_cov_0.187937	bin_2.fna	1.0
bin_2.fna	NODE_458_length_8098_cov_0.163470	bin_2.fna	1.0
bin_2.fna	NODE_459_length_7861_cov_0.200646	bin_2.fna	1.0
bin_2.fna	NODE_461_length_7835_cov_0.170729	bin_2.fna	1.0
bin_2.fna	NODE_462_length_7829_cov_0.168007	bin_2.fna	1.0
bin_2.fna	NODE_463_length_7794_cov_0.208263	bin_2.fna	1.0
bin_2.fna	NODE_464_length_7740_cov_0.187557	bin_2.fna	1.0
bin_2.fna	NODE_465_length_7734_cov_0.171549	bin_2.fna	1.0
bin_2.fna	NODE_466_length_7730_cov_0.184124	bin_2.fna	1.0
bin_2.fna	NODE_467_length_7707_cov_0.177564	bin_2.fna	1.0
bin_2.fna	NODE_468_length_7691_cov_0.177807	bin_2.fna	1.0
bin_2.fna	NODE_469_length_7688_cov_0.198361	bin_2.fna	1.0
bin_2.fna	NODE_471_length_7601_cov_0.196524	bin_2.fna	1.0
bin_2.fna	NODE_472_length_7566_cov_0.196373	bin_2.fna	1.0
bin_2.fna	NODE_473_length_7555_cov_0.162631	bin_2.fna	1.0
bin_2.fna	NODE_474_length_7530_cov_0.170468	bin_2.fna	1.0
bin_2.fna	NODE_475_length_7527_cov_0.190656	bin_2.fna	1.0
bin_2.fna	NODE_476_length_7499_cov_0.157766	bin_2.fna	1.0
bin_2.fna	NODE_478_length_7437_cov_0.180837	bin_2.fna	1.0
bin_2.fna	NODE_479_length_7436_cov_0.268489	bin_2.fna	1.0
bin_2.fna	NODE_480_length_7388_cov_0.176689	bin_2.fna	1.0
bin_2.fna	NODE_481_length_7375_cov_0.181004	bin_2.fna	1.0
bin_2.fna	NODE_484_length_7317_cov_0.174680	bin_2.fna	1.0
bin_2.fna	NODE_485_length_7316_cov_0.198888	bin_2.fna	1.0
bin_2.fna	NODE_486_length_7240_cov_0.166877	bin_2.fna	1.0
bin_2.fna	NODE_488_length_7186_cov_0.195895	bin_2.fna	1.0
bin_2.fna	NODE_491_length_7099_cov_0.183720	bin_2.fna	1.0
bin_2.fna	NODE_493_length_7071_cov_0.157410	bin_2.fna	1.0
bin_2.fna	NODE_494_length_7011_cov_0.178810	bin_2.fna	1.0
bin_2.fna	NODE_495_length_6999_cov_0.199767	bin_2.fna	1.0
bin_2.fna	NODE_497_length_6883_cov_0.617865	bin_2.fna	1.0
bin_2.fna	NODE_498_length_6812_cov_0.170826	bin_2.fna	1.0
bin_2.fna	NODE_499_length_6788_cov_0.169492	bin_2.fna	1.0
bin_2.fna	NODE_500_length_6785_cov_0.166867	bin_2.fna	1.0
bin_2.fna	NODE_501_length_6736_cov_0.182313	bin_2.fna	1.0
bin_2.fna	NODE_502_length_6728_cov_0.192372	bin_2.fna	1.0
bin_2.fna	NODE_503_length_6694_cov_0.206755	bin_2.fna	1.0
bin_2.fna	NODE_504_length_6662_cov_0.178719	bin_2.fna	1.0
bin_2.fna	NODE_505_length_6661_cov_0.175841	bin_2.fna	1.0
bin_2.fna	NODE_506_length_6616_cov_0.202156	bin_2.fna	1.0
bin_2.fna	NODE_507_length_6603_cov_0.170935	bin_2.fna	1.0
bin_2.fna	NODE_508_length_6587_cov_0.184349	bin_2.fna	1.0
bin_2.fna	NODE_509_length_6522_cov_0.184971	bin_2.fna	1.0
bin_2.fna	NODE_510_length_6456_cov_0.162273	bin_2.fna	1.0
bin_2.fna	NODE_511_length_6426_cov_0.190325	bin_2.fna	1.0
bin_2.fna	NODE_513_length_6351_cov_0.202247	bin_2.fna	1.0
bin_2.fna	NODE_516_length_6342_cov_0.186626	bin_2.fna	1.0
bin_2.fna	NODE_517_length_6341_cov_0.354341	bin_2.fna	1.0
bin_2.fna	NODE_518_length_6325_cov_0.176338	bin_2.fna	1.0
bin_2.fna	NODE_519_length_6324_cov_0.185394	bin_2.fna	1.0
bin_2.fna	NODE_520_length_6310_cov_0.175957	bin_2.fna	1.0
bin_2.fna	NODE_521_length_6291_cov_0.416207	bin_2.fna	1.0
bin_2.fna	NODE_523_length_6208_cov_0.197141	bin_2.fna	1.0
bin_2.fna	NODE_524_length_6187_cov_0.162545	bin_2.fna	1.0
bin_2.fna	NODE_526_length_6180_cov_0.198218	bin_2.fna	1.0
bin_2.fna	NODE_527_length_6166_cov_0.476758	unassigned	1.0
bin_2.fna	NODE_528_length_6166_cov_0.143755	bin_2.fna	1.0
bin_2.fna	NODE_530_length_6123_cov_0.193102	bin_2.fna	1.0
bin_2.fna	NODE_531_length_6112_cov_0.169922	bin_2.fna	1.0
bin_2.fna	NODE_532_length_6097_cov_0.182564	bin_2.fna	1.0
bin_2.fna	NODE_533_length_6086_cov_0.197988	bin_2.fna	1.0
bin_2.fna	NODE_534_length_6060_cov_0.166358	bin_2.fna	1.0
bin_2.fna	NODE_535_length_6021_cov_0.172034	bin_2.fna	1.0
bin_2.fna	NODE_537_length_5964_cov_0.157282	bin_2.fna	1.0
bin_2.fna	NODE_540_length_5917_cov_0.178916	bin_2.fna	1.0
bin_2.fna	NODE_541_length_5901_cov_0.197059	bin_2.fna	1.0
bin_2.fna	NODE_543_length_5858_cov_0.154610	bin_2.fna	1.0
bin_2.fna	NODE_544_length_5791_cov_0.350088	bin_2.fna	1.0
bin_2.fna	NODE_545_length_5783_cov_0.275521	bin_2.fna	1.0
bin_2.fna	NODE_546_length_5728_cov_0.182094	bin_2.fna	1.0
bin_2.fna	NODE_547_length_5712_cov_0.175282	bin_2.fna	1.0
bin_2.fna	NODE_548_length_5698_cov_0.201721	bin_2.fna	1.0
bin_2.fna	NODE_549_length_5674_cov_0.160814	bin_2.fna	1.0
bin_2.fna	NODE_550_length_5660_cov_0.184871	bin_2.fna	1.0
bin_2.fna	NODE_551_length_5660_cov_0.165914	bin_2.fna	1.0
bin_2.fna	NODE_552_length_5654_cov_0.176577	bin_2.fna	1.0
bin_2.fna	NODE_554_length_5583_cov_0.186928	bin_2.fna	1.0
bin_2.fna	NODE_557_length_5544_cov_0.187719	bin_2.fna	1.0
bin_2.fna	NODE_558_length_5528_cov_0.187720	bin_2.fna	1.0
bin_2.fna	NODE_559_length_5509_cov_0.197661	bin_2.fna	1.0
bin_2.fna	NODE_560_length_5476_cov_0.192530	bin_2.fna	1.0
bin_2.fna	NODE_561_length_5476_cov_0.170121	bin_2.fna	1.0
bin_2.fna	NODE_562_length_5461_cov_0.198876	bin_2.fna	1.0
bin_2.fna	NODE_563_length_5459_cov_0.188273	bin_2.fna	1.0
bin_2.fna	NODE_564_length_5447_cov_0.212730	bin_2.fna	1.0
bin_2.fna	NODE_565_length_5410_cov_0.166383	bin_2.fna	1.0
bin_2.fna	NODE_566_length_5355_cov_0.198128	bin_2.fna	1.0
bin_2.fna	NODE_567_length_5351_cov_0.214340	bin_2.fna	1.0
bin_2.fna	NODE_568_length_5337_cov_0.169287	bin_2.fna	1.0
bin_2.fna	NODE_570_length_5327_cov_0.208605	bin_2.fna	1.0
bin_2.fna	NODE_571_length_5278_cov_0.156680	bin_2.fna	1.0
bin_2.fna	NODE_572_length_5264_cov_0.201633	bin_2.fna	1.0
bin_2.fna	NODE_576_length_5138_cov_0.161451	bin_2.fna	1.0
bin_2.fna	NODE_577_length_5126_cov_0.185614	bin_2.fna	1.0
bin_2.fna	NODE_578_length_5125_cov_0.194644	bin_2.fna	1.0
bin_2.fna	NODE_579_length_5124_cov_0.187088	bin_2.fna	1.0
bin_2.fna	NODE_582_length_5071_cov_0.200808	bin_2.fna	1.0
bin_2.fna	NODE_583_length_5064_cov_0.192393	bin_2.fna	1.0
bin_2.fna	NODE_585_length_5015_cov_0.196363	bin_2.fna	1.0
bin_2.fna	NODE_587_length_4973_cov_0.720322	bin_2.fna	1.0
bin_2.fna	NODE_588_length_4933_cov_0.181837	bin_2.fna	1.0
bin_2.fna	NODE_589_length_4921_cov_0.167083	bin_2.fna	1.0
bin_2.fna	NODE_591_length_4887_cov_0.151909	bin_2.fna	1.0
bin_2.fna	NODE_592_length_4871_cov_0.181053	bin_2.fna	1.0
bin_2.fna	NODE_593_length_4864_cov_0.192494	bin_2.fna	1.0
bin_2.fna	NODE_595_length_4846_cov_0.194709	bin_2.fna	1.0
bin_2.fna	NODE_596_length_4846_cov_0.177778	bin_2.fna	1.0
bin_2.fna	NODE_598_length_4835_cov_0.170768	bin_2.fna	1.0
bin_2.fna	NODE_599_length_4835_cov_0.169707	bin_2.fna	1.0
bin_2.fna	NODE_600_length_4822_cov_0.153159	bin_2.fna	1.0
bin_2.fna	NODE_601_length_4812_cov_0.188872	bin_2.fna	1.0
bin_2.fna	NODE_602_length_4796_cov_0.228021	bin_2.fna	1.0
bin_2.fna	NODE_603_length_4751_cov_0.189201	bin_2.fna	1.0
bin_2.fna	NODE_604_length_4724_cov_0.156202	bin_2.fna	1.0
bin_2.fna	NODE_605_length_4689_cov_0.187172	bin_2.fna	1.0
bin_2.fna	NODE_606_length_4679_cov_0.190654	bin_2.fna	1.0
bin_2.fna	NODE_607_length_4665_cov_0.200704	bin_2.fna	1.0
bin_2.fna	NODE_608_length_4654_cov_0.176042	bin_2.fna	1.0
bin_2.fna	NODE_609_length_4604_cov_0.213027	bin_2.fna	1.0
bin_2.fna	NODE_610_length_4603_cov_0.191432	bin_2.fna	1.0
bin_2.fna	NODE_611_length_4578_cov_0.238950	bin_2.fna	1.0
bin_2.fna	NODE_612_length_4575_cov_0.183655	bin_2.fna	1.0
bin_2.fna	NODE_614_length_4558_cov_0.169033	bin_2.fna	1.0
bin_2.fna	NODE_616_length_4545_cov_0.175859	bin_2.fna	1.0
bin_2.fna	NODE_617_length_4542_cov_0.177109	bin_2.fna	1.0
bin_2.fna	NODE_618_length_4517_cov_0.186306	bin_2.fna	1.0
bin_2.fna	NODE_619_length_4465_cov_0.187615	bin_2.fna	1.0
bin_2.fna	NODE_620_length_4384_cov_0.155993	bin_2.fna	1.0
bin_2.fna	NODE_622_length_4367_cov_0.158738	bin_2.fna	1.0
bin_2.fna	NODE_623_length_4343_cov_0.171720	bin_2.fna	1.0
bin_2.fna	NODE_625_length_4276_cov_0.202166	bin_2.fna	1.0
bin_2.fna	NODE_626_length_4259_cov_0.165297	bin_2.fna	1.0
bin_2.fna	NODE_627_length_4257_cov_0.152079	bin_2.fna	1.0
bin_2.fna	NODE_628_length_4253_cov_0.196515	bin_2.fna	1.0
bin_2.fna	NODE_629_length_4236_cov_0.212394	bin_2.fna	1.0
bin_2.fna	NODE_630_length_4189_cov_0.162979	bin_2.fna	1.0
bin_2.fna	NODE_631_length_4159_cov_0.226102	bin_2.fna	1.0
bin_2.fna	NODE_632_length_4126_cov_0.191760	bin_2.fna	1.0
bin_2.fna	NODE_633_length_4114_cov_0.175307	bin_2.fna	1.0
bin_2.fna	NODE_634_length_4059_cov_0.163535	bin_2.fna	1.0
bin_2.fna	NODE_635_length_4053_cov_0.173703	bin_2.fna	1.0
bin_2.fna	NODE_636_length_3974_cov_0.808980	unassigned	1.0
bin_2.fna	NODE_638_length_3958_cov_0.226740	bin_2.fna	1.0
bin_2.fna	NODE_639_length_3949_cov_0.169279	bin_2.fna	1.0
bin_2.fna	NODE_640_length_3918_cov_0.173821	bin_2.fna	1.0
bin_2.fna	NODE_641_length_3918_cov_0.171188	bin_2.fna	1.0
bin_2.fna	NODE_643_length_3901_cov_0.198148	bin_2.fna	1.0
bin_2.fna	NODE_645_length_3883_cov_0.188729	bin_2.fna	1.0
bin_2.fna	NODE_647_length_3788_cov_0.234524	bin_2.fna	1.0
bin_2.fna	NODE_648_length_3785_cov_0.192959	bin_2.fna	1.0
bin_2.fna	NODE_649_length_3783_cov_0.212452	bin_2.fna	1.0
bin_2.fna	NODE_650_length_3782_cov_0.154329	bin_2.fna	1.0
bin_2.fna	NODE_651_length_3754_cov_0.205065	bin_2.fna	1.0
bin_2.fna	NODE_652_length_3743_cov_0.218388	bin_2.fna	1.0
bin_2.fna	NODE_653_length_3737_cov_0.196903	bin_2.fna	1.0
bin_2.fna	NODE_654_length_3711_cov_0.188022	bin_2.fna	1.0
bin_2.fna	NODE_657_length_3683_cov_0.194273	bin_2.fna	1.0
bin_2.fna	NODE_659_length_3657_cov_0.186652	bin_2.fna	1.0
bin_2.fna	NODE_660_length_3632_cov_0.178012	bin_2.fna	1.0
bin_2.fna	NODE_661_length_3625_cov_0.175514	bin_2.fna	1.0
bin_2.fna	NODE_662_length_3619_cov_0.163522	bin_2.fna	1.0
bin_2.fna	NODE_665_length_3566_cov_0.198839	bin_2.fna	1.0
bin_2.fna	NODE_669_length_3452_cov_0.160012	bin_2.fna	1.0
bin_2.fna	NODE_670_length_3449_cov_0.150240	bin_2.fna	1.0
bin_2.fna	NODE_671_length_3423_cov_0.154755	bin_2.fna	1.0
bin_2.fna	NODE_672_length_3399_cov_0.188530	bin_2.fna	1.0
bin_2.fna	NODE_673_length_3385_cov_0.181985	bin_2.fna	1.0
bin_2.fna	NODE_674_length_3385_cov_0.151654	bin_2.fna	1.0
bin_2.fna	NODE_675_length_3377_cov_0.247850	bin_2.fna	1.0
